,Empresa,nome,count_x,count_y,proporcao_nomes_por_qtde_socios
10504,Crialed Producoes Visuais e Eventos Ltda.,Diego,1,1,100.0
10509,Crianca & Cia Ensino Ltda.,Dias,2,2,100.0
10513,Criarte - Educacao Infantil Ltda.,Caserta,3,3,100.0
10519,Criatiff Industria e Comercio de Roupas Ltda.,Lucchesi,1,1,100.0
10522,Criativa Servicos de Apoio As Empresas Sociedade Simples Ltda.,Damasceno,2,2,100.0
10526,Crisciuma Companhia Comercial Ltda.,Elisabete,1,1,100.0
10529,Cristallo Industria e Comercio Ltda.,Alimentos,1,2,50.0
10535,Criticalmed Comercio de Produtos e Servicos Para Diagnostico Ltda.,Antonio,1,1,100.0
10558,Crivelli Advogados Associados,Fernanda,2,22,9.090909090909092
10607,Crm Comercio Varejista de Doces Ltda.,Nibs,1,1,100.0
10609,Crocs Brasil Comercio de Calcados Ltda.,Crocs,2,2,100.0
10616,Cromaflex Industria Grafica Ltda.,Giani,1,1,100.0
10618,Cromaster Industria e Comercio Ltda.,Antonio,1,2,50.0
10627,Cross Merchandising e Servicos Ltda.,Costa,2,2,100.0
10631,Crown Iron Tecnologias Ltda.,Acquisition,1,2,50.0
10636,Cruzeiro do Sul Aviacao Ltda.,Aerospace,1,5,20.0
10649,Cruzeiro/Newmarc Patentes e Marcas Ltda.,Silveira,2,2,100.0
10651,Crya - Clinica Radiologica Yeochua Avritchir Ltda.,Angelina,1,2,50.0
10659,Crystal Consultoria de Servicos Terceirizados Ltda.,Luiz,2,2,100.0
10662,Csz Comunicacao Ltda.,Campos,1,3,33.33333333333333
10683,Ct - Cia de Talentos Recursos Humanos Ltda.,Esteves,3,12,25.0
10703,Cta Cargo Travel Air International Ltda.,Gueventer,1,2,50.0
10707,Cte - Centro de Tecnologia de Edificacoes Ltda.,Consorcio,1,1,100.0
10713,Ctec Construcoes e Servicos Ltda.,Oliveira,2,2,100.0
10714,Cti Consultores Associados S/S Ltda.,Andre,1,9,11.11111111111111
10745,Cvb Produtos Industriais Ltda.,Comercio,1,1,100.0
10750,Cybersource Servicos de Pagamento Ltda.,Cybersource,2,2,100.0
10752,Cygnus Patrimonio - Servicos de Seguranca e Vigilancia Ltda.,Antonio,1,1,100.0
10756,Cynthron Comercial Importadora e Servicos Ltda.,Barboza,1,3,33.33333333333333
10766,Cyrela Suecia Empreendimentos Imobiliarios Ltda.,Construcoes,1,1,100.0
10767,Cyrenes Cantina e Pizzaria Ltda.,Altieri,1,1,100.0
10770,Czarnikow Brasil Ltda.,Czarnikow,1,1,100.0
10773,D' & V Servicos Temporarios Ltda.,Aparecido,1,2,50.0
10780,D' + G Assessoria em Eventos Ltda.,Dirce,1,1,100.0
10782,D' King Comercio de Alimentos Ltda.,Alimentacao,1,2,50.0
10787,D'&Pl Brasil Ltda.,(São,1,1,100.0
10793,D'-Link Brasil Ltda.,D-Link,2,2,100.0
10806,D'.A.N.Hotel Sp Ltda.,Miguel,4,5,80.0
10810,D'.Filipa Eventos Ltda.,Ana,1,2,50.0
10815,D'.L.Malhas Ltda.,Juliana,1,1,100.0
10819,D'.M.Dias -Confeccao de Roupas Ltda.,Dias,2,2,100.0
10822,D'.N.K.A.Empreiteira de Servicos de Construcao Ltda.,Alexandros,1,1,100.0
10825,D'.O.M.Restaurante Ltda.,Alexandre,1,1,100.0
10831,D'.P.M.Comercio de Alimentos Ltda.,Procaccia,2,2,100.0
10833,D2L Brasil Solucoes de Tecnologia Para Educacao Ltda.,D2l,2,2,100.0
10835,Daar Educacao e Cultura Ltda.,Lamboglia,1,1,100.0
10841,Dacle Cosmeticos Ltda.,Oliveira,2,2,100.0
10850,Daemon Investimentos Ltda.,Gomes,2,10,20.0
10875,Dagi Comercio de Cosmeticos Ltda.,Silva,2,2,100.0
10915,Dahab Brasil S.A.,Spe,56,58,96.55172413793103
10937,Dahruj Motors Ltda.,Holding,2,2,100.0
10940,Dahua Technology Brasil Comercio e Servicos em Seguranca Eletronica Ltda.,Dahua,2,2,100.0
10949,Dai Agro Industria e Comercio Importacao e Exportacao Ltda.,Santos,2,2,100.0
10952,Daicolor do Brasil Industria e Comercio Ltda. - em Liquidacao,Dainichi,1,2,50.0
10956,Dala Service Ar Condicionado Ltda.,Administracao,1,2,50.0
10962,Dalgas Industria e Comercio de Equipamentos Ltda.,Axel,1,2,50.0
10970,Dallas Servicos Especializados Ltda.,Cerqueira,1,2,50.0
10976,Dalmet Laminacao Brasileira de Metais Ltda.,Gerardo,1,1,100.0
10998,Daquiprafora Consultoria Educacional Ltda.,Pedro,2,8,25.0
11002,Darcy Mf Gioconda Giannotti Confeccao Ltda.,Darcy,1,2,50.0
11011,Dardak Jeans Wear Ltda.,Dertkigil,4,4,100.0
11017,Dariana Modas Ltda.,Almeida,1,1,100.0
11021,Darling Confeccoes Ltda.,Cdjm,1,2,50.0
11023,Dasco Engenharia Ltda.,Antonio,1,2,50.0
11031,Datacard Group do Brasil - Personalizacao e Servicos em Equipamentos e Sistemas Ltda.,Entrust,2,2,100.0
11033,Datafolha Instituto de Pesquisas Ltda.,Empresa,1,1,100.0
11036,David Alejandro Cruz Peralta,Alejandro,1,1,100.0
11061,David Brasil Comunicacao Ltda.,Luiz,2,14,14.285714285714285
11083,David do Nascimento Advogados Associados,Ana,3,19,15.789473684210526
11131,Davita Servicos de Nefrologia Cambuci Ltda.,Brasil,1,1,100.0
11135,Davita Servicos de Nefrologia Jardim das Imbuias Ltda.,Brasil,1,1,100.0
11139,Davita Servicos de Nefrologia Moema Ltda.,Brasil,1,3,33.33333333333333
11145,Davita Servicos de Nefrologia Santana Ltda.,Brasil,1,1,100.0
11149,Davita Servicos de Nefrologia Vila Aricanduva Ltda.,Brasil,1,1,100.0
11155,Dayhome Comercial Ltda.,Dayan,2,2,100.0
11157,Dbacorp Comercio e Consultoria em Informatica Ltda.,Ajauskas,1,2,50.0
11162,Dc Matrix Internet Ltda.,Brasil,1,2,50.0
11165,Dcloudware Consultoria em Informatica Ltda.,Bueno,1,2,50.0
11173,Dctr - Industria e Comercio de Confeccoes Ltda.,Bordin,1,1,100.0
11176,Dd Brasil Tecnologia Ltda.,Digital,1,1,100.0
11180,Ddm Consultoria em Recursos Humanos Ltda.,Alexandre,1,4,25.0
11193,Ddwx Servicos de Hotelaria Ltda.,Campos,1,1,100.0
11198,De Longhi Brasil  Comercio E Importacao Ltda.,De,2,2,100.0
11202,De Marco Marketing Promocional e Servicos Ltda.,Ferreira,1,1,100.0
11205,De Nadai Alimentacao e Servicos Ltda.,Nadai,1,1,100.0
11207,De Rigo Brasil Ltda.,De,1,1,100.0
11211,"De Smet Empral - Projetos, Gestao, Construcao e Equipamentos Ltda.",Alljaber,1,2,50.0
11214,Decision Consultoria e Servicos Especiais Ltda.,Holding,1,2,50.0
11218,Deck Paineiras Bar e Restaurante Ltda.,Akamine,1,1,100.0
11222,Decon Empreiteira de Construcao Civil e Comercio Ltda.,Deus,1,1,100.0
11225,Deezer Music Brasil Ltda.,Deezer,1,1,100.0
11226,Dekor Mv10 Importacao e Exportacao Ltda.,Administrativo,1,2,50.0
11236,Del Monte Servicos Financeiros S/S,Gorski,2,2,100.0
11239,Del Sol Odontologia Ltda.,Omint,1,1,100.0
11242,Delicia - Industria e Comercio de Alimentos Ltda.,Barcelos,1,1,100.0
11245,Delirio Tropical Niteroi Ltda.,Delirio,1,1,100.0
11247,Deloitte Outsourcing Sul Servicos Contabeis Ltda.,Alessandro,1,6,16.666666666666664
11268,Delta Comercializadora de Energia Ltda.,Delta,2,2,100.0
11272,Delta Ducon Engenharia e Equipamentos Industriais Ltda.,Equipamentos,1,2,50.0
11277,"Deltaomega Tecnologia em Seguranca e Monitoramento, Comercio e Servicos Ltda.",Amorim,1,2,50.0
11293,Demanos do Vale Comercio de Roupas Ltda.,Santos,3,4,75.0
11295,Denuo Medic Importacao e Exportacao Ltda.,Braga,2,2,100.0
11303,Deola Restaurante Buffet Ltda.,Mirandez,2,2,100.0
11307,Designer Servicos Ltda.,Bassi,1,2,50.0
11317,Desmet Ballestra Brasil Ltda.,Smet,2,2,100.0
11318,Destake Servicos Ltda.,Antonia,1,2,50.0
11322,"Deugro Brasil Transportes Nacionais, Internacionais e Logistica Ltda.",Ag,1,2,50.0
11333,Dexter Engenharia Ltda.,Molari,2,3,66.66666666666666
11335,Dgp Servicos Auxiliares e Comercio Ltda.,Diego,1,1,100.0
11339,Dh Perfuracao de Pocos Ltda.,Comercio,2,3,66.66666666666666
11345,Dharma Prints Comercio e Servicos Ltda.,Cristina,1,1,100.0
11350,Dhr Marques Alimentacao Ltda.,Costa,1,1,100.0
11353,"Di Giovanni Comercio, Reformas, Pinturas e Construcoes Ltda.",Di,2,2,100.0
11359,Di Siena Industria e Comercio de Chocolates Ltda.,Jose,1,1,100.0
11362,Diadeis Design e Premedia Ltda.,Holdings,1,1,100.0
11370,Diamante Comercio de Alimentos Ltda. (São Paulo),Vianna,2,2,100.0
11397,Dias Carneiro Advogados,Carolina,4,39,10.256410256410255
11489,Diasorin Ltda.,Diasorin,1,1,100.0
11492,Dibon Supermercado Ltda.,Azevedo,2,2,100.0
11496,Dibs Modas Ltda.,Holding,1,1,100.0
11499,Dican Comercio Exterior Ltda.,Candi,4,4,100.0
11503,Dicompel Industria e Comercio Ltda.,Antonio,1,1,100.0
11506,Diferencial Servicos de Manutencao Conservacao Portaria e Monitoramento Ltda.,Clelia,1,2,50.0
11516,Digisensor Sistemas de Seguranca Ltda.,Nonaka,3,3,100.0
11518,Digital Impressoes de Dados Variaveis Ltda.,Antonio,1,2,50.0
11530,Digital Pages Publicacoes Eletronicas Ltda.,Mohamad,2,3,66.66666666666666
11533,Digital Servicos de Apoio Administrativo Ltda.,Administracao,1,2,50.0
11537,Digital Tech Suprimentos Para Comunicao Visual Ltda.,Fernando,1,1,100.0
11539,Digital Work Computer Service Comercial Ltda.,Lindamir,1,1,100.0
11542,Digitrol Industria e Comercio Ltda.,Adriano,1,5,20.0
11557,Dileta Industria e Comercio de Produtos Quimicos Ltda.,Administracao,2,2,100.0
11559,Diller Tecnica e Comercial Ltda.,Batista,1,2,50.0
11616,"Dinamarco, Rossi, Beraldo & Bedaque Advocacia",Dinamarco,4,61,6.557377049180328
11740,Dinamica Escritorio de Apoio e Servicos Administrativos Ltda.,Kixx,1,2,50.0
11744,Dinamite Itaim Choperia Ltda.,Cesar,2,10,20.0
11767,Dinamite Vila Madalena Choperia Ltda.,Cesar,2,10,20.0
11788,Dinis Servicos e Solucoes Administrativas Ltda.,Dinis,1,1,100.0
11797,Dinpar-Distribuidora Nacional de Parafusos e Pecas Ltda.,Paulino,3,5,60.0
11803,Dinplal Plasticos Industria e Comercio Ltda.,Alberto,1,1,100.0
11807,Directnet Prestacao de Servicos Ltda.,Armando,1,2,50.0
11813,"Direto Contabilidade, Gestao e Consultoria Ltda.",Abreu,1,2,50.0
11820,Discover Technology Informatica Ltda.,Dazio,1,1,100.0
11824,Disegno del Mobile Jrb Ltda.,Bernardelli,1,1,100.0
11827,Diservice Tecnologia Especializada Eireli,Caceres,1,1,100.0
11830,Disk Motoboy Transportes de Encomendas Ltda.,Maycon,1,1,100.0
11832,"Disma - Distribuidora de Maquinas, Tratores e Implementos Agricolas Ltda.",Administracao,2,5,40.0
11844,Disp - Assessoria Ltda.,Augusto,1,1,100.0
11856,Disper Comercio e Industria de Produtos Ltda.,Pereira,7,7,100.0
11861,Distillerie Stock do Brasil Ltda.,Lynco,1,1,100.0
11862,Diston Participacoes e Construcoes Ltda.,Augusto,1,1,100.0
11875,Distrib de Frios e Laticinios Castelo da Beira Ltda.,Fernandes,3,6,50.0
11885,Distribuidora Loyola de Livros Ltda.,Filho,2,5,40.0
11896,Distribuidora Sulamericana Importacao e Exportacao Ltda.,Henrique,1,1,100.0
11903,Distribuidora Wilson de Calcados Ltda.,Silva,2,2,100.0
11905,Distribuidora de Alimentos e Hortifruti Recanto Comercio de Frios Ltda.,Gomes,1,1,100.0
11910,Distribuidora de Bebidas Pirituba Ltda.,Fonseca,5,5,100.0
11919,Distribuidora de Combustiveis Torrao Ltda.,Pereira,3,3,100.0
11924,Distribuidora de Hortifrutigranjeiros 3 Bbb Ltda.,Carvalho,1,1,100.0
11927,Distribuidora de Pescados e Armazenagem New Fish Ltda.,Ronilza,1,1,100.0
11930,Divena Automoveis Ltda.,Aroma,1,2,50.0
11935,Divicom Corretora de Seguros Ltda.,Antonio,1,2,50.0
11944,Dj Industria e Comercio Ltda.,Oliveira,1,1,100.0
11947,Dkt do Brasil Produtos de Uso Pessoal Ltda.,Dkt,1,2,50.0
11949,Dl Iluminacao Ltda.,Alessandra,1,2,50.0
11956,Dm Promoter Marketing Promocional e Servicos Ltda.,Leonardo,1,1,100.0
11960,Dm3 Engenharia Ltda.,Motta,2,2,100.0
11965,Dmdl Ltda.,Freitas,2,2,100.0
11969,Dmm Industria e Comercio de Produtos Quimicos Ltda.,Atka,1,2,50.0
11975,Dmpar Servicos Tecnicos Ltda.,Brasil,1,2,50.0
11982,Dmss Software Ltda.,Jose,1,1,100.0
11985,Dna Promo Rh Eireli,Carvalho,1,1,100.0
11992,Dnk Infotelecom Programacao e Analise em Informatica Ltda.,Filho,2,7,28.57142857142857
12011,"Dobragraf - Industria, Comercio e Servicos Ltda.",Ferreira,2,2,100.0
12014,Doc 88 Desenvolvimento e Servicos Ltda.,Consultoria,2,2,100.0
12019,Docaria Garrone Ltda.,Bombonieres,1,1,100.0
12022,Doces Docelandia & Vaz Ltda.,Alves,1,1,100.0
12025,Doces e Chocolates Ariane Industria e Comercio Eireli,Ariane,1,1,100.0
12028,Dolcissimo Lanchonete e Cafe Ltda.,Anastasi,1,1,100.0
12030,Domicilio Transportes Ltda.,Agostinho,1,2,50.0
12045,Domingues e Pinho Contadores Ltda. (São Paulo),Lammel,3,10,30.0
12065,Dominium Stock e Sistemas de Treinamento Ltda.,Amato,1,1,100.0
12086,Domus Populi Empreendimentos e Construcoes S/A.,Spe,7,8,87.5
12089,Domus Servicos Especializados Ltda.,Ismael,1,1,100.0
12092,Dona Deola Industria de Paes e Confeitaria Ltda.,Heppini,1,3,33.33333333333333
12096,Doria Administracao e Eventos Ltda.,Marketing,2,3,66.66666666666666
12099,Dotserv Terceirizacao e Facilities Ltda.,Broder,1,2,50.0
12104,Dp Servicos e Comercio de Produtos Termoplasticos Eireli,Alves,1,1,100.0
12112,Dp Union Instrumentacao Analitica e Cientifica Ltda.,Rodrigues,2,2,100.0
12115,Dp6 Tecnologia e Marketing Ltda.,Andre,1,7,14.285714285714285
12134,Dqs do Brasil Ltda.,Dqs,1,2,50.0
12140,Dr.Reddys Farmaceutica do Brasil Ltda.,Dr.Reddys,1,2,50.0
12147,Drif Empreiteira de Construcoes Ltda.,Goncalves,2,2,100.0
12151,Drm Engenharia e Construcoes Ltda.,David,1,1,100.0
12155,Droga Darcie Ltda.,Darcie,2,2,100.0
12159,Droga Leste Ltda.,Diacov,1,1,100.0
12162,Droga Mx Ltda.,Coelho,1,1,100.0
12169,Droga Viver Com Saude Ltda.,Fernandes,3,3,100.0
12172,Drogaderma Ltda.,Katalis,1,1,100.0
12173,Drogaderma Ltda. Filial,Katalis,1,1,100.0
12174,Drogaria Campea Popular C.Costa Ltda. Filial (São Paulo) (CNPJ:21812204/0004-40),Bondanca,2,3,66.66666666666666
12179,Drogaria Campea Popular C.Costa Ltda. Filial (São Paulo) (CNPJ:21812204/0019-26),Bondanca,2,3,66.66666666666666
12184,Drogaria Delmar Ltda. - em Recuperacao Judicial em Recuperacao Judicial,Alexandre,1,3,33.33333333333333
12193,Drogaria Delmar Ltda. Filial,Alexandre,1,2,50.0
12200,Drogaria Juruce Ltda.,M2k,1,1,100.0
12202,Drogaria Mix I Ltda.,Fernandes,2,2,100.0
12206,Drogaria Nova Esperanca Ltda.,Holding,1,1,100.0
12209,Drogaria Soares Ltda. Filial,Padilha,3,3,100.0
12213,Drogarias Paulista Ltda.,Maria,1,1,100.0
12216,Droid Tecnologia Promocional Ltda.,Ck,1,2,50.0
12223,"Droxter Industria, Comercio e Participacoes Ltda.",Marques,3,3,100.0
12240,Droyde Servicos de Tecnologia Promocao e Pesquisa Ltda.,Silva,2,4,50.0
12242,Drs Administracao de Estoques Ltda.,Afins,1,4,25.0
12251,Drycar Tecnologia e Servicos Ltda.,Dwx,1,1,100.0
12252,Ds Organizacao e Manutencao de Produtos Ltda.,Amaral,1,1,100.0
12256,Dsop Educacao Financeira Ltda.,Domingos,2,2,100.0
12261,Dta Engenharia Ltda.,Acacio,1,1,100.0
12266,Dtc Trading Ltda.,Douer,1,1,100.0
12269,Du Jour Chocolate Ltda.,Landmann,2,2,100.0
12273,Dual Comp - Comercio e Distribuicao de Produtos Eletronicos e Informatica Ltda.,Ana,1,1,100.0
12283,Dual Servicos de Tecnologia de Informacao Ltda.,Santos,2,2,100.0
12285,Dubai Dub Industria e Comercio de Plasticos Ltda.,Adoglio,1,1,100.0
12289,Dubom Comercio de Massas Alimenticias e Salgados Ltda.,Dores,1,1,100.0
12295,Ducati do Brasil Industria e Comercio de Motocicletas Ltda.,Ducati,2,2,100.0
12300,Dvbr Alpha Participacoes Ltda.,Alpha,1,2,50.0
12304,Dw - Sustentacao Consultoria e Servicos de Informatica Ltda.,Cristina,1,3,33.33333333333333
12314,Dw Sao Paulo Consultoria e Servicos de Informatica Ltda.,Aliz,1,1,100.0
12315,Dwg Construcao A Seco Ltda.,Borella,1,1,100.0
12320,Dynadmic Servicos de Publicidade Digital Ltda.,Dynadmic,1,1,100.0
12322,Dynalf Industria de Componentes Eletronicos Ltda.,Administrativos,1,2,50.0
12331,"Dynamykha Servicos Gerais da Construcao, Administracao e Comercio Ltda.",Dias,2,2,100.0
12337,Dynar Automatizacao Industrial Ltda.,Dmitruk,3,3,100.0
12340,Dynasty Technology Brasil Software Ltda.,Brasil,1,2,50.0
12354,Dzyon Ltda.,Nonaka,3,7,42.857142857142854
12368,E E C Engenharia E Construcoes Ltda.,Eisencraft,2,2,100.0
12371,E Park Estacionamentos Ltda.,Caio,1,1,100.0
12375,E W A Beneficiamento E Comercio De Embalagens Ltda.,Alves,1,2,50.0
12380,E-Htl Reservas Online de Hoteis Ltda.,E-Htl-Par,1,1,100.0
12381,E-Law Tecnologia S.A.,Elaw,1,1,100.0
12384,E-Novasys Tecnologia da Informacao Ltda.,Assis,2,2,100.0
12387,E-Vino Comercio de Vinhos S.A.,Brasil,1,1,100.0
12391,E-construmarket Tecnologia e Servicos S.A.,Industrial,1,1,100.0
12397,E.Life Monitor Estudos De Mercado Ltda.,Alexandre,1,4,25.0
12410,E.M.Gesso e Comercio de Materiais Para Construcoes em Geral Ltda.,Alves,1,1,100.0
12413,E.Russi Acessorios Ltda.,Edinei,1,1,100.0
12415,Eagle - Seguranca Ltda.,Alberto,1,2,50.0
12422,Eapv Monitoramento Eireli,Bezerra,1,1,100.0
12425,Eastman Chemical Holdings do Brasil Ltda.,B.V.,2,2,100.0
12429,Easytech Tecnologia Ltda.,Alves,1,2,50.0
12435,Eataly Brasil Comercio e Distribuicao de Alimentos Ltda.,Eataly,1,1,100.0
12436,Eb Servicos e Projetos Industriais Ltda.,Empreendimentos,1,1,100.0
12438,Ebaotech Brasil Tecnologia da Informacao Ltda.,Ebaotech,1,2,50.0
12443,Ebc - Empresa Brasileira de Cobranca Ltda.,(100.00%),1,1,100.0
12446,Ebc - Escola Canadense Ltda.,Andrea,1,2,50.0
12453,Ebeg Embalagens e Descartaveis Ltda.,Eleuterio,1,1,100.0
12457,Ebix Latin America Tecnologia e Consultoria Ltda.,Ebix,2,3,66.66666666666666
12463,Ebpo Contabil Ltda.,Brito,1,2,50.0
12470,Ebsl Empresa Brasileira de Servicos e Locacoes Ltda.,Curtolo,1,1,100.0
12475,Ecalc Sistemas de Computacao Ltda.,Almeida,3,7,42.857142857142854
12495,Echoenergia Participacoes S.A.,Comercializadora,1,1,100.0
12498,Eco & Sapore Fornecimento de Alimentos Ltda.,Constancia,1,1,100.0
12504,Ecom Energia Ltda.,Anna,1,4,25.0
12520,Ecomserv Servicos Terceirizados Ltda.,Carmo,1,1,100.0
12524,Econ Construtora e Incorporadora Ltda.,Econ,1,1,100.0
12527,"Ecopolo Gestao de Aguas, Residuos e Energia Ltda.",Nvh,1,2,50.0
12532,Ecr Engenharia Ltda.,Carvalho,1,3,33.33333333333333
12542,Ecu Worldwide Logistics do Brasil Ltda.,Belgium,1,2,50.0
12549,Ed&F Man Volcafe Brasil Ltda.,Coffee,1,1,100.0
12553,Edalco Engenharia e Reformas Ltda.,Ana,1,1,100.0
12557,Edb Sistemas Eletricos Ltda. em Recuperacao Judicial,Activos,1,3,33.33333333333333
12565,Edge Auto Ltda.,Perrotta,1,1,100.0
12567,Editora Arqueiro Ltda.,Administradora,1,1,100.0
12570,Editora Brasil Seikyo Ltda.,Hiroshi,1,2,50.0
12577,Editora C.A.Spagat Ltda.,Andre,1,1,100.0
12580,Editora Confianca Ltda.,Belluzzo,1,2,50.0
12586,Editora Dcl - Difusao Cultural do Livro Ltda.,Maia,1,1,100.0
12588,Editora Melhoramentos Ltda.,Bonsucesso,1,1,100.0
12590,Editora Nucleo Ltda.,Editora,1,1,100.0
12593,Editora Pesquisa e Industria Ltda.,Administration,1,2,50.0
12602,Editora Pini Ltda.,Build,1,1,100.0
12607,Editora Planeta Deagostini do Brasil Ltda.,Deagostini,1,1,100.0
12610,Editora Segmento Ltda.,Editorial,1,1,100.0
12613,Editora Vera Cruz Ltda.,Digital,1,2,50.0
12619,Editora Vida Ltda.,Barcellona,1,3,33.33333333333333
12629,Editora Wmf Martins Fontes Ltda.,Fontes,2,2,100.0
12635,Edure Administracao Participacao e Representacao Ltda.,Frec,2,2,100.0
12637,Eesp Entretenimento Ltda.,Rodrigues,1,1,100.0
12640,Ef Educacao Especializada e Viagens ao Exterior Ltda.,B.V.,2,2,100.0
12645,Ef Engenharia e Solucoes Ltda.,Eduardo,1,1,100.0
12651,Ef International Fragrance Industria e Comercio Ltda.,Mattoso,2,2,100.0
12654,Effective Marketing de Relacionamento Ltda.,Dtm,1,1,100.0
12657,Effectus Participacoes Ltda.,Arthur,1,1,100.0
12661,Effico Saneamento Ltda.,Augusto,2,4,50.0
12672,Efforts Brazil Servicos Compartilhados Ltda.,Andre,1,7,14.285714285714285
12694,Eficiencia Prestacao de Servicos Administrativos Eireli,Erica,1,1,100.0
12696,Efx Transporte e Logistica Ltda.,Bezerra,1,1,100.0
12699,Egon Zehnder International Ltda.,Egon,1,1,100.0
12702,Egs Comercio e Manutencao de Moveis Ltda.,Eucimar,1,1,100.0
12726,Egt Engenharia Ltda.,Fabio,3,27,11.11111111111111
12784,Eiko Engenharia e Montagens Ltda.,Eder,1,1,100.0
12789,Eisai Laboratorios Ltda.,Eisai,2,2,100.0
12793,Eixo Confeccoes Eireli,Eireli,1,1,100.0
12795,"Ekipateck - Industria, Comercio, Locacao e Manutencao de Equipamentos Ltda.",Cristina,1,1,100.0
12806,Ekipe C Engenharia Ltda.,Villar,4,4,100.0
12808,Elastomar Industria e Comercio de Artefatos de Borracha Ltda.,Aurora,1,1,100.0
12812,Elca Cosmeticos Ltda.,Estee,2,2,100.0
12816,Elcoa Industria e Comercio Ltda.,Cho,1,2,50.0
12823,Elcris Estacionamentos Ltda.,Antonio,1,1,100.0
12828,Eld Servicos de Alimentacao Ltda.,Bussab,1,4,25.0
12833,Elesys Industria e Comercio Ltda.,Eduardo,1,1,100.0
12849,Eletele Industria de Reostatos e Resistencias Ltda.,Tudisco,8,8,100.0
12852,Eletrica Neblina Ltda.,Neblina,1,1,100.0
12854,Eletro Buscarioli Ltda.,Buscarioli,5,5,100.0
12861,Eletro Fusi Industria Eletrometalurgica Ltda.,Mbakirtzis,2,2,100.0
12865,Eletro Mecanica Barbanera Ltda.,Barbanera,1,1,100.0
12868,Eletroleste Com.e Importacao de Mats Eletricos Ltda.,Cunha,2,2,100.0
12873,Eletronica Santana Ltda.,Martins,1,1,100.0
12875,Eletrosil Industria Metalurgica Ltda.,Arnaldo,1,2,50.0
12882,Eletrox Hoteis Ltda.,Ionescu,1,1,100.0
12884,Elev Tecnologia Ltda.,Claudio,1,2,50.0
12891,Elevadores Orion Ltda.,Aguiar,1,3,33.33333333333333
12902,Elevadores Zenit Ltda.,Alessandro,1,1,100.0
12904,Eliana Mariani Pellizon Ltda.,Mariani,1,1,100.0
12907,Eliservice Gestao Empresarial e Comercio de Suplementos Ltda.,Nathalia,1,1,100.0
12912,Elite Glass Comercio de Vidros Ltda.,Lutke,2,2,100.0
12914,Elitec do Brasil Comercio e Servicos de Sistemas de Seguranca Ltda.,Ademilson,1,3,33.33333333333333
12922,Elithe Mao de Obra Temporaria Ltda.,Camargo,1,1,100.0
12926,Elj Instalacao Eletro Hidro Mecanica Ltda.,Alves,1,1,100.0
12938,Elka Plasticos Ltda.,Kapaz,8,8,100.0
12943,"Ello Servicos, Obras e Participacoes Ltda.",Bellerive,1,2,50.0
12947,Ellucian Tecnologica do Brasil Ltda.,Ellucian,2,2,100.0
12951,Elmo Eletro Montagens Ltda.,Ana,1,1,100.0
12956,Elog Excelencia em Logistica Ltda.,Adaiana,1,2,50.0
12964,Elomaq - Empreiteira e Locadora de Maquinas Ltda.,Dias,1,1,100.0
12967,Em Casa Comercio de Refeicoes Ltda.,Andre,1,2,50.0
12974,Em Foco Revestimentos Metalicos e Servicos Ltda.,Alex,1,1,100.0
12977,Embapack Industria Grafica de Embalagens Ltda.,Cappio,1,1,100.0
12980,Embelezamento Automotivo S.A.Ltda.,Aparecida,1,2,50.0
12987,Embrafarma Produtos Quimicos e Farmaceuticos Ltda. em Recuperacao Judicial,(50.00%),1,2,50.0
12997,Embragen Emp Bras de Armazens Gerais e Entrepostos Ltda.,Marques,3,4,75.0
13005,Embrapac Equipamentos Ltda.,Bender,1,1,100.0
13008,Embratop Geo Tecnologias Ltda.,Alexandre,1,4,25.0
13020,Embravi Sistemas de Seguranca Ltda.,Della,2,2,100.0
13024,Embu Tubos Comercio e Beneficiamento de Produtos Siderurgicos Ltda.,Hildebrando,1,1,100.0
13027,Emdoc - Servicos Especializados Ltda.,Cupertino,1,3,33.33333333333333
13039,Emergo Brazil Import Importacao e Distribuicao de Produtos Medicos Hospitalares Ltda.,Brazil,1,1,100.0
13049,Emiliano Empreendimentos e Participacoes Hoteleiras Sociedade Ltda.,Filgueiras,4,5,80.0
